"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SNMGX3QX","journalArticle","2010","Fox, Karen; Fox, Alvin; Elssner, Thomas; Feigley, Charles; Salzberg, Deborah","MALDI-TOF mass spectrometry speciation of staphylococci and their discrimination from micrococci isolated from indoor air of schoolrooms","Journal of environmental monitoring: JEM","","1464-0333","10.1039/b925250a","","The focus of our work is the identification of medically relevant staphylococci from the environment; these organisms are among the major opportunistic pathogens associated with human disease. Andersen sampling was performed in schoolrooms during the school year. Eleven of thirty six isolates (all Gram-positive tetrads) were identified as staphylococci and 23 were characterized as micrococci. MALDI-TOF MS profiling was used as the first stage in the classification followed by standard biochemical tests including API Staph profiling. The staphylococcal isolates were each speciated; coagulase positive (Staphylococcus aureus [3 strains]) and coagulase negative: Staphylococcus warneri (4 isolates), Staphylococcus hominis (2), Staphylococcus saprophyticus (1) and Staphylococcus cohnii (1). S. aureus is most commonly found in the human nares but is frequently isolated from skin. The other staphylococcal species are among those most commonly isolated from human skin. Micrococci were much more frequently isolated from indoor air than reported by others for clinical samples. It is suggested that, without discrimination from micrococci, misidentification of staphylococci would be common on air sampling.","2010-04","2016-04-21 19:08:57","2016-04-21 19:08:57","","917-923","","4","12","","J Environ Monit","","","","","","","","eng","","","","","PubMed","","PMID: 20383373","","","http://www.ncbi.nlm.nih.gov/pubmed/20383373","G-2007-10-16","Humans; Air Microbiology; Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization; Air Pollution, Indoor; Micrococcus; Schools; Staphylococcus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2993TAHK","journalArticle","2015","Gibbons, Sean M.; Schwartz, Tara; Fouquier, Jennifer; Mitchell, Michelle; Sangwan, Naseer; Gilbert, Jack A.; Kelley, Scott T.","Ecological Succession and Viability of Human-Associated Microbiota on Restroom Surfaces","Applied and Environmental Microbiology","","0099-2240","10.1128/AEM.03117-14","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4277569/","Human-associated bacteria dominate the built environment (BE). Following decontamination of floors, toilet seats, and soap dispensers in four public restrooms, in situ bacterial communities were characterized hourly, daily, and weekly to determine their successional ecology. The viability of cultivable bacteria, following the removal of dispersal agents (humans), was also assessed hourly. A late-successional community developed within 5 to 8 h on restroom floors and showed remarkable stability over weeks to months. Despite late-successional dominance by skin- and outdoor-associated bacteria, the most ubiquitous organisms were predominantly gut-associated taxa, which persisted following exclusion of humans. Staphylococcus represented the majority of the cultivable community, even after several hours of human exclusion. Methicillin-resistant Staphylococcus aureus (MRSA)-associated virulence genes were found on floors but were not present in assembled Staphylococcus pan-genomes. Viral abundances, which were predominantly enterophages, human papilloma virus, and herpesviruses, were significantly correlated with bacterial abundances and showed an unexpectedly low virus-to-bacterium ratio in surface-associated samples, suggesting that bacterial hosts are mostly dormant on BE surfaces.","2015-01","2016-04-21 19:17:50","2017-05-23 14:20:12","2016-04-21 19:17:50","765-773","","2","81","","Appl Environ Microbiol","","","","","","","","","","","","","PubMed Central","","PMID: 25398865 PMCID: PMC4277569","","C:\Users\Sparhawk\Zotero\storage\RB5QUGA9\Gibbons et al. - 2015 - Ecological Succession and Viability of Human-Assoc.pdf; C:\Users\Sparhawk\Zotero\storage\WB8H36Q9\Gibbons et al. - 2015 - Ecological Succession and Viability of Human-Assoc.pdf; ; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4277569/; http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4277569/","G-2011-6-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S569NMXT","journalArticle","2015","Fouquier, Jennifer; Schwartz, Tara; Kelley, Scott T.","Rapid assemblage of diverse environmental fungal communities on public restroom floors","Indoor Air","","1600-0668","10.1111/ina.12279","","An increasing proportion of humanity lives in urban environments where they spend most of their lives indoors. Recent molecular studies have shown that bacterial assemblages in built environments (BEs) are extremely diverse, but BE fungal diversity remains poorly understood. We applied culture-independent methods based on next-generation sequencing (NGS) of the fungal internal transcribed spacer (ITS) to investigate the diversity and temporal dynamics of fungi in restrooms. Swab samples were collected weekly from three different surfaces in two public restrooms (male and female) in San Diego, CA, U.S.A. over an 8-week period. DNA amplification and culturing methods both found that the floor samples had significantly higher fungal loads than other surfaces. NGS sequencing of floor fungal assemblages identified a total of 2550 unique phylotypes (~800 per sample), less than half of which were identifiable. Of the known fungi, the majority came from environmental sources and we found little evidence of known human skin fungi. Fungal assemblages reformed rapidly in a highly consistent manner and the variance in the species diversity among samples was low. Overall, our study contributes to a better understanding of public restroom floor fungal communities. This article is protected by copyright. All rights reserved.","2015-12-30","2016-04-21 19:18:08","2017-08-14 22:29:21","","","","","","","Indoor Air","","","","","","","","ENG","","","","","PubMed","","PMID: 26717555","","","http://www.ncbi.nlm.nih.gov/pubmed/26717555","","built environment; culture-independent methods; Fungal diversity; Indoor microbial ecology; ITS-1; next-generation sequencing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FRH2WJ3","journalArticle","2012","Hewitt, Krissi M.; Gerba, Charles P.; Maxwell, Sheri L.; Kelley, Scott T.","Office Space Bacterial Abundance and Diversity in Three Metropolitan Areas","PLoS ONE","","1932-6203","10.1371/journal.pone.0037849","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3364274/","People in developed countries spend approximately 90% of their lives indoors, yet we know little about the source and diversity of microbes in built environments. In this study, we combined culture-based cell counting and multiplexed pyrosequencing of environmental ribosomal RNA (rRNA) gene sequences to investigate office space bacterial diversity in three metropolitan areas. Five surfaces common to all offices were sampled using sterile double-tipped swabs, one tip for culturing and one for DNA extraction, in 30 different offices per city (90 offices, 450 total samples). 16S rRNA gene sequences were PCR amplified using bar-coded “universal” bacterial primers from 54 of the surfaces (18 per city) and pooled for pyrosequencing. A three-factorial Analysis of Variance (ANOVA) found significant differences in viable bacterial abundance between offices inhabited by men or women, among the various surface types, and among cities. Multiplex pyrosequencing identified more than 500 bacterial genera from 20 different bacterial divisions. The most abundant of these genera tended to be common inhabitants of human skin, nasal, oral or intestinal cavities. Other commonly occurring genera appeared to have environmental origins (e.g., soils). There were no significant differences in the bacterial diversity between offices inhabited by men or women or among surfaces, but the bacterial community diversity of the Tucson samples was clearly distinguishable from that of New York and San Francisco, which were indistinguishable. Overall, our comprehensive molecular analysis of office building microbial diversity shows the potential of these methods for studying patterns and origins of indoor bacterial contamination. “[H]umans move through a sea of microbial life that is seldom perceived except in the context of potential disease and decay.” – Feazel et al. (2009).","2012-05-30","2016-04-21 19:20:00","2016-04-21 19:20:00","2016-04-21 19:20:00","","","5","7","","PLoS One","","","","","","","","","","","","","PubMed Central","","PMID: 22666400 PMCID: PMC3364274","","C:\Users\Sparhawk\Zotero\storage\CXZ5C8PF\Hewitt et al. - 2012 - Office Space Bacterial Abundance and Diversity in .pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3364274/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXJPQ5EG","journalArticle","2015","Levin, Hal; Täubel, Martin; Hernandez, Mark","Summary of Sloan symposium: healthy buildings 2015-Europe","Microbiome","","2049-2618","10.1186/s40168-015-0115-4","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4667518/","The Sloan Symposium, “Microbiology of the Indoor Environment,” was held to facilitate dialog on biological research between scientists and practitioners in the field which was complementary to the adjoining activities of the ISIAQ Healthy Buildings Europe conference, Eindhoven, Netherlands, on 20–21 May 2015. Multi-media archives of these special adjunct proceedings are presented.","2015-12-02","2016-04-21 19:28:49","2017-05-23 14:20:53","2016-04-21 19:28:49","","","","3","","Microbiome","Summary of Sloan symposium","","","","","","","","","","","","PubMed Central","","PMID: 26627048 PMCID: PMC4667518","","C:\Users\Sparhawk\Zotero\storage\W6V93I8R\Levin et al. - 2015 - Summary of Sloan symposium healthy buildings 2015.pdf; C:\Users\Sparhawk\Zotero\storage\J4JN2ETU\Levin et al. - 2015 - Summary of Sloan symposium healthy buildings 2015.pdf; ; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4667518/; http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4667518/","G-2014-13779; G-2014-13667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGPD4NIN","journalArticle","2015","Wada-Katsumata, Ayako; Zurek, Ludek; Nalyanya, Godfrey; Roelofs, Wendell L.; Zhang, Aijun; Schal, Coby","Gut bacteria mediate aggregation in the German cockroach","Proceedings of the National Academy of Sciences of the United States of America","","0027-8424","10.1073/pnas.1504031112","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4697420/","There is great interest in elucidating the diverse roles of microbes in biology, in general and, specifically, in mediating animal communication. We demonstrate that the gut bacterial community plays a pivotal role in production of aggregation pheromones in the German cockroach. The feces of normal and gut bacteria-inoculated cockroaches emits highly attractive volatile carboxylic acids (VCAs) that elicit aggregation whereas bacteria-free feces contains few VCAs and is relatively unattractive. VCAs may reflect the gut microbiota and, in turn, the cockroach's local environment, explaining why divergent chemical structures have been proposed as aggregation pheromones. This new insight emphasizes the importance of gut microbes in insect–insect communication and highlights the plasticity of the chemistry and function of fecal aggregation pheromones., Aggregation of the German cockroach, Blattella germanica, is regulated by fecal aggregation agents (pheromones), including volatile carboxylic acids (VCAs). We demonstrate that the gut microbial community contributes to production of these semiochemicals. Chemical analysis of the fecal extract of B. germanica revealed 40 VCAs. Feces from axenic cockroaches (no microorganisms in the alimentary tract) lacked 12 major fecal VCAs, and 24 of the remaining compounds were represented at extremely low amounts. Olfactory and aggregation bioassays demonstrated that nymphs strongly preferred the extract of control feces over the fecal extract of axenic cockroaches. Additionally, nymphs preferred a synthetic blend of 6 fecal VCAs over a solvent control or a previously identified VCA blend. To test whether gut bacteria contribute to the production of fecal aggregation agents, fecal aerobic bacteria were cultured, isolated, and identified. Inoculation of axenic cockroaches with individual bacterial taxa significantly rescued the aggregation response to the fecal extract, and inoculation with a mix of six bacterial isolates was more effective than with single isolates. The results indicate that the commensal gut microbiota contributes to production of VCAs that act as fecal aggregation agents and that cockroaches discriminate among the complex odors that emanate from a diverse microbial community. Our results highlight the pivotal role of gut bacteria in mediating insect–insect communication. Moreover, because the gut microbial community reflects the local environment, local plasticity in fecal aggregation pheromones enables colony-specific odors and fidelity to persistent aggregation sites.","2015-12-22","2016-05-10 17:25:12","2016-05-10 17:25:12","2016-05-10 17:25:12","15678-15683","","51","112","","Proc Natl Acad Sci U S A","","","","","","","","","","","","","PubMed Central","","PMID: 26644557 PMCID: PMC4697420","","C:\Users\Sparhawk\Zotero\storage\I6I3UZKS\Wada-Katsumata et al. - 2015 - Gut bacteria mediate aggregation in the German coc.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4697420/","G-2013-5-35 MBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIC8WICQ","journalArticle","2015","Ko, Alexander E.; Bieman, Donald N.; Schal, Coby; Silverman, Jules","Insecticide resistance and diminished secondary kill performance of bait formulations against German cockroaches (Dictyoptera: Blattellidae)","Pest Management Science","","1526-4998","10.1002/ps.4211","","BACKGROUND: Bait formulations are considered the most effective method for reducing German cockroach infestations. An important property of some bait formulations is secondary kill, whereby active ingredient is translocated in insect-produced residues throughout the cockroach population, especially affecting relatively sedentary early instar nymphs. RESULTS: Blattella germanica was collected from a location where baits containing hydramethylnon, fipronil, or indoxacarb became ineffective, and these AIs were topically applied to adult males. Results revealed the first evidence for hydramethylnon resistance, moderate resistance to fipronil and extremely high resistance to indoxacarb. Insecticide residues excreted by field-collected males that ingested commercial baits effectively killed nymphs of an insecticide-susceptible laboratory strain of B. germanica but failed to kill most nymphs of the field-collected strain. CONCLUSIONS: We report three novel findings: 1) The first evidence for hydramethylnon resistance in any insect; 2) extremely high levels of indoxacarb resistance in a field population; and 3) reduced secondary mortality in an insecticide-resistant field-collected strain of B. germanica. We suggest that while secondary mortality is considered to be advantageous in cockroach interventions, the ingestion of sublethal doses of AI by nymphs may select for high insecticide resistance by increasing the frequency of AI resistance alleles within the population.","2015-12-22","2016-05-10 17:26:20","2016-05-10 17:26:20","","","","","","","Pest Manag. Sci.","Insecticide resistance and diminished secondary kill performance of bait formulations against German cockroaches (Dictyoptera","","","","","","","ENG","","","","","PubMed","","PMID: 26689433","","","http://www.ncbi.nlm.nih.gov/pubmed/26689433","G-2013-5-35 MBE","Blattella germanica; insecticide resistance; indoxacarb; fipronil; bait; hydramethylnon; secondary kill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X54Q6WA9","journalArticle","2014","Glass, Elizabeth M; Dribinsky, Yekaterina; Yilmaz, Pelin; Levin, Hal; Van Pelt, Robert; Wendel, Doug; Wilke, Andreas; Eisen, Jonathan A; Huse, Sue; Shipanova, Anna; Sogin, Mitch; Stajich, Jason; Knight, Rob; Meyer, Folker; Schriml, Lynn M","MIxS-BE: a MIxS extension defining a minimum information standard for sequence data from the built environment","The ISME Journal","","1751-7362","10.1038/ismej.2013.176","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869023/","","2014-01","2016-05-10 17:32:17","2017-08-14 22:29:10","2016-05-10 17:32:17","1-3","","1","8","","ISME J","MIxS-BE","","","","","","","","","","","","PubMed Central","","PMID: 24152717 PMCID: PMC3869023","","C:\Users\Sparhawk\Zotero\storage\X6SDXMCS\Glass et al. - 2014 - MIxS-BE a MIxS extension defining a minimum infor.pdf; ; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869023/; http://www.ncbi.nlm.nih.gov/pubmed/24152717","G-B2014-03","Environmental Microbiology; Databases, Factual; Databases, Nucleic Acid; Meta-Analysis as Topic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWM6ZSSP","journalArticle","2015","Yamamoto, Naomichi; Hospodsky, Denina; Dannemiller, Karen C.; Nazaroff, William W.; Peccia, Jordan","Indoor emissions as a primary source of airborne allergenic fungal particles in classrooms","Environmental Science & Technology","","1520-5851","10.1021/es506165z","","This study quantifies the influence of ventilation and indoor emissions on concentrations and particle sizes of airborne indoor allergenic fungal taxa and further examines geographical variability, each of which may affect personal exposures to allergenic fungi. Quantitative PCR and multiplexed DNA sequencing were employed to count and identify allergenic fungal aerosol particles indoors and outdoors in seven school classrooms in four different countries. Quantitative diversity analysis was combined with building characterization and mass balance modeling to apportion source contributions of indoor allergenic airborne fungal particles. Mass balance calculations indicate that 70% of indoor fungal aerosol particles and 80% of airborne allergenic fungal taxa were associated with indoor emissions; on average, 81% of allergenic fungi from indoor sources originated from occupant-generated emissions. Principal coordinate analysis revealed geographical variations in fungal communities among sites in China, Europe, and North America (p < 0.05, analysis of similarity), demonstrating that geography may also affect personal exposures to allergenic fungi. Indoor emissions including those released with occupancy contribute more substantially to allergenic fungal exposures in classrooms sampled than do outdoor contributions from ventilation. The results suggest that design and maintenance of buildings to control indoor emissions may enable reduced indoor inhalation exposures to fungal allergens.","2015-04-21","2016-05-10 17:46:55","2016-05-10 17:46:55","","5098-5106","","8","49","","Environ. Sci. Technol.","","","","","","","","eng","","","","","PubMed","","PMID: 25794178","","","http://www.ncbi.nlm.nih.gov/pubmed/25794178","G-B2013-19; G-2013-5-24 MBPF; G-2011-6-04","Europe; China; North America; Ventilation; Air Pollution, Indoor; Allergens; Schools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZGFJHEB","journalArticle","2016","Chase, John; Fouquier, Jennifer; Zare, Mahnaz; Sonderegger, Derek L.; Knight, Rob; Kelley, Scott T.; Siegel, Jeffrey; Caporaso, J. Gregory","Geography and Location Are the Primary Drivers of Office Microbiome Composition","mSystems","","2379-5077","10.1128/mSystems.00022-16","http://msystems.asm.org/content/1/2/e00022-16","In the United States, humans spend the majority of their time indoors, where they are exposed to the microbiome of the built environment (BE) they inhabit. Despite the ubiquity of microbes in BEs and their potential impacts on health and building materials, basic questions about the microbiology of these environments remain unanswered. We present a study on the impacts of geography, material type, human interaction, location in a room, seasonal variation, and indoor and microenvironmental parameters on bacterial communities in offices. Our data elucidate several important features of microbial communities in BEs. First, under normal office environmental conditions, bacterial communities do not differ on the basis of surface material (e.g., ceiling tile or carpet) but do differ on the basis of the location in a room (e.g., ceiling or floor), two features that are often conflated but that we are able to separate here. We suspect that previous work showing differences in bacterial composition with surface material was likely detecting differences based on different usage patterns. Next, we find that offices have city-specific bacterial communities, such that we can accurately predict which city an office microbiome sample is derived from, but office-specific bacterial communities are less apparent. This differs from previous work, which has suggested office-specific compositions of bacterial communities. We again suspect that the difference from prior work arises from different usage patterns. As has been previously shown, we observe that human skin contributes heavily to the composition of BE surfaces. IMPORTANCE Our study highlights several points that should impact the design of future studies of the microbiology of BEs. First, projects tracking changes in BE bacterial communities should focus sampling efforts on surveying different locations in offices and in different cities but not necessarily different materials or different offices in the same city. Next, disturbance due to repeated sampling, though detectable, is small compared to that due to other variables, opening up a range of longitudinal study designs in the BE. Next, studies requiring more samples than can be sequenced on a single sequencing run (which is increasingly common) must control for run effects by including some of the same samples in all of the sequencing runs as technical replicates. Finally, detailed tracking of indoor and material environment covariates is likely not essential for BE microbiome studies, as the normal range of indoor environmental conditions is likely not large enough to impact bacterial communities.","2016-04-26","2016-05-10 17:51:52","2017-08-14 22:28:48","2016-05-10 17:51:52","e00022-16","","2","1","","","","","","","","","","en","Copyright © 2016 Chase et al.. This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International license.","","","","msystems.asm.org","","","","C:\Users\Sparhawk\Zotero\storage\3DAP4M8F\Chase et al. - 2016 - Geography and Location Are the Primary Drivers of .pdf; C:\Users\Sparhawk\Zotero\storage\TFGPIHF8\e00022-16.html","","G-2014-13591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
